group_id,time_bin,focal_stance_revealed,stance_in_this_window,initial_alignment,post_stance_differences,time_seconds,matchedQuestion,matchedDomain,matchedTolerance,stance,pct_expect_commonality,post_stance_shared_reality,post_stance_shared_reality_agree_count,post_stance_shared_reality_confidence,post_stance_topic_scope,post_stance_topic_scope_agree_count,post_stance_topic_scope_confidence,post_stance_inner_state_dimension,post_stance_inner_state_dimension_agree_count,post_stance_inner_state_dimension_confidence,conversational_goal,conversational_goal_agree_count,conversational_goal_confidence
mechanical-blue,3,False,False,not_discussed,False,60,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
mechanical-blue,4,False,False,unclear,False,75,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mechanical-blue,5,True,True,disagreement,True,90,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mechanical-blue,6,True,False,disagreement,False,105,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,2,majority
mechanical-blue,7,True,False,disagreement,False,120,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
mechanical-blue,9,True,False,disagreement,False,150,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
mechanical-blue,10,True,False,disagreement,False,165,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_beliefs,2,majority,finding_commonality,3,unanimous
mechanical-blue,11,True,False,agreement,False,180,Do you think elected officials work to support the public's best interest?,politics,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
mechanical-gray,2,False,False,unclear,False,45,Can a machine be moral?,morality,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mechanical-gray,5,False,False,not_discussed,False,90,Can a machine be moral?,morality,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
mechanical-gray,11,True,True,agreement,False,180,Can a machine be moral?,morality,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,stance_sharing,3,unanimous
melted-yellow,0,False,False,not_discussed,False,15,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
melted-yellow,1,False,False,not_discussed,False,30,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
melted-yellow,2,False,False,not_discussed,False,45,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
melted-yellow,4,False,False,not_discussed,False,75,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
melted-yellow,6,True,True,disagreement,True,105,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
melted-yellow,7,True,False,disagreement,False,120,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
melted-yellow,9,True,False,disagreement,False,150,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
melted-yellow,10,True,False,disagreement,False,165,Do you affiliate with any political party?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mid-purple,0,False,False,not_discussed,False,15,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
mid-purple,1,False,False,not_discussed,False,30,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
mid-purple,2,False,False,not_discussed,False,45,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mid-purple,3,True,True,disagreement,True,60,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mid-purple,4,True,False,disagreement,False,75,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
mid-purple,5,True,False,disagreement,True,90,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
mid-purple,7,True,False,disagreement,False,120,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,2,majority
mid-purple,8,True,False,disagreement,False,135,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
mid-purple,11,True,False,disagreement,True,180,Is it ethical to eat meat?,morality,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
miniature-copper,1,False,False,unclear,False,30,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
miniature-copper,2,False,False,unclear,False,45,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
miniature-copper,3,True,True,agreement,False,60,Do you believe in an afterlife?,religion,3,opposing,0.5,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
miniature-copper,4,True,False,agreement,False,75,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
miniature-copper,5,True,False,agreement,False,90,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
miniature-copper,6,True,False,agreement,False,105,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
miniature-copper,7,True,False,agreement,False,120,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
miniature-copper,8,True,False,agreement,False,135,Do you believe in an afterlife?,religion,3,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
miniature-copper,10,True,False,agreement,False,165,Do you believe in an afterlife?,religion,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
miniature-copper,11,True,False,agreement,False,180,Do you believe in an afterlife?,religion,3,opposing,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,2,majority,stance_sharing,3,unanimous
mobile-crimson,1,False,False,not_discussed,False,30,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
mobile-crimson,2,False,False,unclear,False,45,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mobile-crimson,3,True,True,disagreement,True,60,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
mobile-crimson,4,True,False,disagreement,False,75,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
mobile-crimson,5,True,False,disagreement,True,90,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
mobile-crimson,6,True,False,disagreement,False,105,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
mobile-crimson,7,True,False,disagreement,False,120,Do you regularly attend religious services?,religion,4,opposing,0.0,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
mobile-crimson,8,True,False,disagreement,False,135,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
mobile-crimson,10,True,False,disagreement,False,165,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
mobile-crimson,11,True,False,disagreement,False,180,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
mobile-crimson,12,True,False,disagreement,False,195,Do you regularly attend religious services?,religion,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
moral-gold,1,False,False,not_discussed,False,30,Are you married or dating someone?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
moral-gold,2,True,True,disagreement,True,45,Are you married or dating someone?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
moral-gold,4,True,False,disagreement,False,75,Are you married or dating someone?,identity,4,opposing,0.5,False,3,unanimous,none,2,majority,none,3,unanimous,sharing_experience,3,unanimous
moral-gold,7,True,False,disagreement,False,120,Are you married or dating someone?,identity,4,opposing,0.5,True,2,majority,related_subtopic,2,majority,shared_thoughts,2,majority,exploring_nuance,3,unanimous
moral-gold,10,True,False,disagreement,False,165,Are you married or dating someone?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
musical-coffee,0,False,False,not_discussed,False,15,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
musical-coffee,1,False,False,not_discussed,False,30,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
musical-coffee,3,False,False,not_discussed,False,60,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
musical-coffee,5,True,True,agreement,False,90,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,2,majority,stance_sharing,2,majority
musical-coffee,9,True,False,agreement,False,150,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
musical-coffee,11,True,False,agreement,True,180,Do you feel like the country is moving in the right direction?,politics,0,shared,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nasty-amaranth,1,False,False,not_discussed,False,30,Do you attend live music concerts?,preferences,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nasty-amaranth,2,True,True,agreement,False,45,Do you attend live music concerts?,preferences,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_feelings,3,unanimous,stance_sharing,3,unanimous
nasty-amaranth,3,True,False,agreement,False,60,Do you attend live music concerts?,preferences,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
nasty-amaranth,5,True,False,agreement,False,90,Do you attend live music concerts?,preferences,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
nasty-amaranth,8,True,False,agreement,True,135,Do you attend live music concerts?,preferences,0,shared,1.0,True,3,unanimous,related_subtopic,3,unanimous,shared_feelings,3,unanimous,stance_sharing,3,unanimous
nasty-amaranth,11,True,False,agreement,False,180,Do you attend live music concerts?,preferences,0,shared,1.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nasty-coral,0,False,False,not_discussed,False,15,Are you a spiritual person?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nasty-coral,1,False,False,not_discussed,False,30,Are you a spiritual person?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nasty-coral,2,False,False,not_discussed,False,45,Are you a spiritual person?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nasty-coral,3,True,True,agreement,False,60,Are you a spiritual person?,religion,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
nasty-coral,6,True,False,agreement,False,105,Are you a spiritual person?,religion,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
nasty-coral,8,True,False,agreement,False,135,Are you a spiritual person?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
nasty-coral,9,True,False,agreement,False,150,Are you a spiritual person?,religion,0,shared,1.0,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
nasty-coral,10,True,False,agreement,False,165,Are you a spiritual person?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
nasty-coral,11,True,False,agreement,False,180,Are you a spiritual person?,religion,0,shared,1.0,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,sharing_experience,3,unanimous
national-beige,0,False,False,not_discussed,False,15,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,1,False,False,not_discussed,False,30,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,2,False,False,unclear,False,45,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-beige,3,True,True,disagreement,True,60,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-beige,4,True,False,disagreement,False,75,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,rapport_building,3,unanimous
national-beige,5,True,False,disagreement,False,90,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,6,True,False,disagreement,False,105,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,7,True,False,disagreement,False,120,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,8,True,False,disagreement,False,135,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,rapport_building,3,unanimous
national-beige,10,True,False,disagreement,False,165,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,11,True,False,disagreement,False,180,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-beige,12,True,False,disagreement,False,195,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-bronze,0,False,False,not_discussed,False,15,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-bronze,1,False,False,not_discussed,False,30,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-bronze,2,False,False,not_discussed,False,45,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
national-bronze,3,True,True,disagreement,True,60,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-bronze,4,True,False,disagreement,False,75,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
national-bronze,5,True,False,disagreement,False,90,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-bronze,6,True,False,disagreement,False,105,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
national-bronze,7,True,False,disagreement,False,120,Are you married or dating someone?,identity,4,opposing,0.0,True,3,unanimous,different_topic,2,majority,shared_thoughts,3,unanimous,sharing_experience,3,unanimous
national-bronze,8,True,False,disagreement,False,135,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
national-bronze,9,True,False,disagreement,False,150,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
national-bronze,10,True,False,disagreement,False,165,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
national-bronze,11,True,False,disagreement,False,180,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
national-bronze,12,True,False,disagreement,False,195,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
native-aquamarine,0,False,False,not_discussed,False,15,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
native-aquamarine,1,False,False,not_discussed,False,30,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
native-aquamarine,2,True,True,disagreement,True,45,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
native-aquamarine,3,True,True,disagreement,True,60,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
native-aquamarine,4,True,False,disagreement,False,75,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
native-aquamarine,6,True,False,disagreement,False,105,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
native-aquamarine,7,True,False,disagreement,False,120,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
native-aquamarine,8,True,False,disagreement,False,135,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,2,majority
native-aquamarine,9,True,False,disagreement,False,150,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
native-aquamarine,12,True,False,disagreement,False,195,Do you identify as the gender which you were assigned at birth?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
naughty-tan,0,False,False,not_discussed,False,15,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
naughty-tan,1,False,False,not_discussed,False,30,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
naughty-tan,2,True,True,disagreement,True,45,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
naughty-tan,4,True,False,disagreement,False,75,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
naughty-tan,5,True,False,disagreement,False,90,Are you married or dating someone?,identity,4,opposing,0.0,True,3,unanimous,related_subtopic,2,majority,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
naughty-tan,6,True,False,disagreement,False,105,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
naughty-tan,7,True,False,disagreement,False,120,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,2,majority
naughty-tan,8,True,False,disagreement,False,135,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
naughty-tan,9,True,False,disagreement,False,150,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
naughty-tan,10,True,False,disagreement,False,165,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
naughty-tan,11,True,False,disagreement,False,180,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,sharing_experience,3,unanimous
naughty-tan,12,True,False,disagreement,False,195,Are you married or dating someone?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
naval-white,0,False,False,not_discussed,False,15,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
naval-white,1,False,False,not_discussed,False,30,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
naval-white,2,False,False,unclear,False,45,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
naval-white,3,True,True,disagreement,True,60,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
naval-white,4,True,False,disagreement,True,75,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,2,majority,none,3,unanimous,sharing_experience,3,unanimous
naval-white,6,True,False,disagreement,False,105,Do you identify as heterosexual?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,2,majority,finding_commonality,3,unanimous
naval-white,7,True,False,disagreement,False,120,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
naval-white,9,True,False,disagreement,False,150,Do you identify as heterosexual?,identity,4,opposing,0.5,False,2,majority,none,2,majority,none,2,majority,stance_sharing,3,unanimous
naval-white,11,True,False,disagreement,False,180,Do you identify as heterosexual?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
nearby-brown,2,False,False,not_discussed,False,45,Should events in politicians' personal lives impact their ability to hold public office?,politics,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,2,majority
nearby-brown,4,True,True,agreement,False,75,Should events in politicians' personal lives impact their ability to hold public office?,politics,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,stance_sharing,3,unanimous
nearby-brown,6,True,False,agreement,False,105,Should events in politicians' personal lives impact their ability to hold public office?,politics,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
nearby-brown,11,True,False,agreement,False,180,Should events in politicians' personal lives impact their ability to hold public office?,politics,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
nearby-olive,1,False,False,not_discussed,False,30,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nearby-olive,2,False,False,not_discussed,False,45,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nearby-olive,3,False,False,not_discussed,False,60,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nearby-olive,4,False,False,not_discussed,False,75,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nearby-olive,5,False,False,not_discussed,False,90,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nearby-olive,7,True,True,disagreement,True,120,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nearby-olive,8,True,False,disagreement,False,135,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
nearby-olive,9,True,False,disagreement,False,150,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,2,majority
nearby-olive,10,True,False,disagreement,False,165,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
nearby-olive,11,True,False,disagreement,False,180,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
nearby-olive,12,True,False,disagreement,False,195,Do you think elected officials work to support the public's best interest?,politics,3,opposing,0.0,False,2,majority,none,2,majority,none,2,majority,exploring_nuance,3,unanimous
nervous-ivory,1,False,False,unclear,False,30,Do you feel like the country is moving in the right direction?,politics,2,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
nervous-ivory,2,False,False,not_discussed,False,45,Do you feel like the country is moving in the right direction?,politics,2,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nervous-ivory,3,False,False,unclear,False,60,Do you feel like the country is moving in the right direction?,politics,2,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
nervous-ivory,6,False,False,not_discussed,False,105,Do you feel like the country is moving in the right direction?,politics,2,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
