pid,question,true_response,prob_correct,category,question_domain,matched_domain
60838e2e91a6300001f9ac89,22,2,0.15,different_domain,politics,religion
60838e2e91a6300001f9ac89,23,5,0.2,different_domain,politics,religion
60838e2e91a6300001f9ac89,24,4,0.2,different_domain,politics,religion
60838e2e91a6300001f9ac89,25,4,0.3,different_domain,preferences,religion
60838e2e91a6300001f9ac89,26,4,0.25,different_domain,preferences,religion
60838e2e91a6300001f9ac89,27,2,0.2,different_domain,preferences,religion
60838e2e91a6300001f9ac89,28,2,0.2,different_domain,preferences,religion
60838e2e91a6300001f9ac89,29,3,0.15,different_domain,preferences,religion
60838e2e91a6300001f9ac89,30,4,0.0,same_domain,religion,religion
60838e2e91a6300001f9ac89,31,3,0.35,matched,religion,religion
60838e2e91a6300001f9ac89,32,5,0.1,same_domain,religion,religion
60838e2e91a6300001f9ac89,33,4,0.25,same_domain,religion,religion
60838e2e91a6300001f9ac89,34,5,0.15,same_domain,religion,religion
67ad4b866e05b58fdfd5a175,1,4,0.4,different_domain,arbitrary,politics
67ad4b866e05b58fdfd5a175,2,5,0.15,different_domain,arbitrary,politics
67ad4b866e05b58fdfd5a175,3,1,0.2,different_domain,arbitrary,politics
67ad4b866e05b58fdfd5a175,4,4,0.25,different_domain,arbitrary,politics
67ad4b866e05b58fdfd5a175,5,5,0.2,different_domain,background,politics
67ad4b866e05b58fdfd5a175,6,2,0.2,different_domain,background,politics
67ad4b866e05b58fdfd5a175,7,1,0.05,different_domain,background,politics
67ad4b866e05b58fdfd5a175,8,5,0.2,different_domain,background,politics
67ad4b866e05b58fdfd5a175,9,2,0.2,different_domain,background,politics
67ad4b866e05b58fdfd5a175,10,4,0.1,different_domain,identity,politics
67ad4b866e05b58fdfd5a175,11,5,0.9,different_domain,identity,politics
67ad4b866e05b58fdfd5a175,12,5,0.8,different_domain,identity,politics
67ad4b866e05b58fdfd5a175,13,5,0.1,different_domain,identity,politics
67ad4b866e05b58fdfd5a175,14,1,0.2,different_domain,identity,politics
67ad4b866e05b58fdfd5a175,15,5,0.05,different_domain,morality,politics
67ad4b866e05b58fdfd5a175,16,1,0.4,different_domain,morality,politics
67ad4b866e05b58fdfd5a175,17,2,0.2,different_domain,morality,politics
67ad4b866e05b58fdfd5a175,18,3,0.2,different_domain,morality,politics
67ad4b866e05b58fdfd5a175,19,2,0.05,different_domain,morality,politics
67ad4b866e05b58fdfd5a175,20,4,0.0,same_domain,politics,politics
67ad4b866e05b58fdfd5a175,21,3,0.1,matched,politics,politics
67ad4b866e05b58fdfd5a175,22,4,0.2,same_domain,politics,politics
67ad4b866e05b58fdfd5a175,23,5,0.3,same_domain,politics,politics
67ad4b866e05b58fdfd5a175,24,5,0.65,same_domain,politics,politics
67ad4b866e05b58fdfd5a175,25,5,0.15,different_domain,preferences,politics
67ad4b866e05b58fdfd5a175,26,5,0.2,different_domain,preferences,politics
67ad4b866e05b58fdfd5a175,27,5,0.15,different_domain,preferences,politics
67ad4b866e05b58fdfd5a175,28,3,0.2,different_domain,preferences,politics
67ad4b866e05b58fdfd5a175,29,5,0.15,different_domain,preferences,politics
67ad4b866e05b58fdfd5a175,30,4,0.15,different_domain,religion,politics
67ad4b866e05b58fdfd5a175,31,2,0.15,different_domain,religion,politics
67ad4b866e05b58fdfd5a175,32,3,0.15,different_domain,religion,politics
67ad4b866e05b58fdfd5a175,33,2,0.1,different_domain,religion,politics
67ad4b866e05b58fdfd5a175,34,2,0.15,different_domain,religion,politics
6792fd5488c5367311fbcd34,1,5,0.15,matched,arbitrary,arbitrary
6792fd5488c5367311fbcd34,2,5,0.1,same_domain,arbitrary,arbitrary
6792fd5488c5367311fbcd34,3,5,0.05,same_domain,arbitrary,arbitrary
6792fd5488c5367311fbcd34,4,2,0.15,same_domain,arbitrary,arbitrary
6792fd5488c5367311fbcd34,5,5,0.1,different_domain,background,arbitrary
6792fd5488c5367311fbcd34,6,1,0.85,different_domain,background,arbitrary
6792fd5488c5367311fbcd34,7,1,0.05,different_domain,background,arbitrary
6792fd5488c5367311fbcd34,8,5,0.2,different_domain,background,arbitrary
6792fd5488c5367311fbcd34,9,1,0.2,different_domain,background,arbitrary
6792fd5488c5367311fbcd34,10,2,0.1,different_domain,identity,arbitrary
6792fd5488c5367311fbcd34,11,1,0.02,different_domain,identity,arbitrary
6792fd5488c5367311fbcd34,12,5,0.6,different_domain,identity,arbitrary
6792fd5488c5367311fbcd34,13,5,0.1,different_domain,identity,arbitrary
6792fd5488c5367311fbcd34,14,3,0.1,different_domain,identity,arbitrary
6792fd5488c5367311fbcd34,15,1,0.45,different_domain,morality,arbitrary
6792fd5488c5367311fbcd34,16,4,0.05,different_domain,morality,arbitrary
6792fd5488c5367311fbcd34,17,1,0.1,different_domain,morality,arbitrary
6792fd5488c5367311fbcd34,18,4,0.05,different_domain,morality,arbitrary
6792fd5488c5367311fbcd34,19,3,0.2,different_domain,morality,arbitrary
6792fd5488c5367311fbcd34,20,2,0.2,different_domain,politics,arbitrary
6792fd5488c5367311fbcd34,21,3,0.2,different_domain,politics,arbitrary
6792fd5488c5367311fbcd34,22,4,0.2,different_domain,politics,arbitrary
6792fd5488c5367311fbcd34,23,4,0.3,different_domain,politics,arbitrary
6792fd5488c5367311fbcd34,24,4,0.2,different_domain,politics,arbitrary
6792fd5488c5367311fbcd34,25,4,0.25,different_domain,preferences,arbitrary
6792fd5488c5367311fbcd34,26,4,0.15,different_domain,preferences,arbitrary
6792fd5488c5367311fbcd34,27,4,0.25,different_domain,preferences,arbitrary
6792fd5488c5367311fbcd34,28,4,0.2,different_domain,preferences,arbitrary
6792fd5488c5367311fbcd34,29,5,0.1,different_domain,preferences,arbitrary
6792fd5488c5367311fbcd34,30,4,0.1,different_domain,religion,arbitrary
6792fd5488c5367311fbcd34,31,1,0.2,different_domain,religion,arbitrary
6792fd5488c5367311fbcd34,32,4,0.2,different_domain,religion,arbitrary
6792fd5488c5367311fbcd34,33,1,0.15,different_domain,religion,arbitrary
6792fd5488c5367311fbcd34,34,5,0.25,different_domain,religion,arbitrary
6712e324fb9f6e740980c7c0,1,2,0.05,matched,arbitrary,arbitrary
6712e324fb9f6e740980c7c0,2,2,0.2,same_domain,arbitrary,arbitrary
6712e324fb9f6e740980c7c0,3,2,0.15,same_domain,arbitrary,arbitrary
6712e324fb9f6e740980c7c0,4,2,0.1,same_domain,arbitrary,arbitrary
6712e324fb9f6e740980c7c0,5,4,0.15,different_domain,background,arbitrary
6712e324fb9f6e740980c7c0,6,2,0.15,different_domain,background,arbitrary
6712e324fb9f6e740980c7c0,7,2,0.03,different_domain,background,arbitrary
6712e324fb9f6e740980c7c0,8,4,0.3,different_domain,background,arbitrary
6712e324fb9f6e740980c7c0,9,4,0.15,different_domain,background,arbitrary
6712e324fb9f6e740980c7c0,10,4,0.25,different_domain,identity,arbitrary
6712e324fb9f6e740980c7c0,11,4,0.15,different_domain,identity,arbitrary
6712e324fb9f6e740980c7c0,12,4,0.1,different_domain,identity,arbitrary
6712e324fb9f6e740980c7c0,13,4,0.1,different_domain,identity,arbitrary
6712e324fb9f6e740980c7c0,14,2,0.1,different_domain,identity,arbitrary
6712e324fb9f6e740980c7c0,15,4,0.05,different_domain,morality,arbitrary
6712e324fb9f6e740980c7c0,16,2,0.3,different_domain,morality,arbitrary
6712e324fb9f6e740980c7c0,17,1,0.1,different_domain,morality,arbitrary
6712e324fb9f6e740980c7c0,18,4,0.08,different_domain,morality,arbitrary
6712e324fb9f6e740980c7c0,19,4,0.35,different_domain,morality,arbitrary
6712e324fb9f6e740980c7c0,20,4,0.1,different_domain,politics,arbitrary
6712e324fb9f6e740980c7c0,21,4,0.1,different_domain,politics,arbitrary
6712e324fb9f6e740980c7c0,22,4,0.25,different_domain,politics,arbitrary
6712e324fb9f6e740980c7c0,23,4,0.3,different_domain,politics,arbitrary
6712e324fb9f6e740980c7c0,24,2,0.05,different_domain,politics,arbitrary
6712e324fb9f6e740980c7c0,25,4,0.35,different_domain,preferences,arbitrary
6712e324fb9f6e740980c7c0,26,4,0.3,different_domain,preferences,arbitrary
6712e324fb9f6e740980c7c0,27,2,0.2,different_domain,preferences,arbitrary
6712e324fb9f6e740980c7c0,28,4,0.35,different_domain,preferences,arbitrary
6712e324fb9f6e740980c7c0,29,4,0.15,different_domain,preferences,arbitrary
6712e324fb9f6e740980c7c0,30,2,0.2,different_domain,religion,arbitrary
6712e324fb9f6e740980c7c0,31,4,0.2,different_domain,religion,arbitrary
6712e324fb9f6e740980c7c0,32,4,0.2,different_domain,religion,arbitrary
6712e324fb9f6e740980c7c0,33,4,0.25,different_domain,religion,arbitrary
6712e324fb9f6e740980c7c0,34,4,0.2,different_domain,religion,arbitrary
6593142693e325f574fd8be9,1,2,0.1,different_domain,arbitrary,preferences
6593142693e325f574fd8be9,2,5,0.15,different_domain,arbitrary,preferences
6593142693e325f574fd8be9,3,5,0.15,different_domain,arbitrary,preferences
6593142693e325f574fd8be9,4,4,0.3,different_domain,arbitrary,preferences
6593142693e325f574fd8be9,5,4,0.15,different_domain,background,preferences
6593142693e325f574fd8be9,6,1,0.6,different_domain,background,preferences
6593142693e325f574fd8be9,7,2,0.05,different_domain,background,preferences
6593142693e325f574fd8be9,8,5,0.25,different_domain,background,preferences
6593142693e325f574fd8be9,9,2,0.2,different_domain,background,preferences
6593142693e325f574fd8be9,10,2,0.1,different_domain,identity,preferences
6593142693e325f574fd8be9,11,5,0.85,different_domain,identity,preferences
6593142693e325f574fd8be9,12,4,0.1,different_domain,identity,preferences
6593142693e325f574fd8be9,13,3,0.2,different_domain,identity,preferences
6593142693e325f574fd8be9,14,4,0.2,different_domain,identity,preferences
6593142693e325f574fd8be9,15,5,0.02,different_domain,morality,preferences
6593142693e325f574fd8be9,16,4,0.08,different_domain,morality,preferences
6593142693e325f574fd8be9,17,2,0.2,different_domain,morality,preferences
6593142693e325f574fd8be9,18,3,0.2,different_domain,morality,preferences
6593142693e325f574fd8be9,19,3,0.15,different_domain,morality,preferences
6593142693e325f574fd8be9,20,4,0.1,different_domain,politics,preferences
6593142693e325f574fd8be9,21,1,0.35,different_domain,politics,preferences
6593142693e325f574fd8be9,22,2,0.15,different_domain,politics,preferences
6593142693e325f574fd8be9,23,4,0.2,different_domain,politics,preferences
6593142693e325f574fd8be9,24,5,0.55,different_domain,politics,preferences
6593142693e325f574fd8be9,25,5,0.3,same_domain,preferences,preferences
6593142693e325f574fd8be9,26,5,0.25,same_domain,preferences,preferences
6593142693e325f574fd8be9,27,1,1.0,same_domain,preferences,preferences
6593142693e325f574fd8be9,28,3,0.15,matched,preferences,preferences
6593142693e325f574fd8be9,29,5,0.1,same_domain,preferences,preferences
6593142693e325f574fd8be9,30,5,0.15,different_domain,religion,preferences
6593142693e325f574fd8be9,31,1,0.2,different_domain,religion,preferences
6593142693e325f574fd8be9,32,4,0.2,different_domain,religion,preferences
6593142693e325f574fd8be9,33,2,0.1,different_domain,religion,preferences
6593142693e325f574fd8be9,34,4,0.2,different_domain,religion,preferences
656545393d1d53cd53c4fc36,1,2,0.1,different_domain,arbitrary,background
656545393d1d53cd53c4fc36,2,5,0.1,different_domain,arbitrary,background
656545393d1d53cd53c4fc36,3,4,0.3,different_domain,arbitrary,background
656545393d1d53cd53c4fc36,4,4,0.25,different_domain,arbitrary,background
656545393d1d53cd53c4fc36,5,5,0.05,same_domain,background,background
656545393d1d53cd53c4fc36,6,1,0.7,same_domain,background,background
656545393d1d53cd53c4fc36,7,1,1.0,same_domain,background,background
656545393d1d53cd53c4fc36,8,5,0.25,matched,background,background
656545393d1d53cd53c4fc36,9,5,0.2,same_domain,background,background
656545393d1d53cd53c4fc36,10,5,0.05,different_domain,identity,background
656545393d1d53cd53c4fc36,11,5,0.7,different_domain,identity,background
656545393d1d53cd53c4fc36,12,5,0.5,different_domain,identity,background
656545393d1d53cd53c4fc36,13,2,0.1,different_domain,identity,background
656545393d1d53cd53c4fc36,14,2,0.2,different_domain,identity,background
656545393d1d53cd53c4fc36,15,5,0.05,different_domain,morality,background
656545393d1d53cd53c4fc36,16,3,0.15,different_domain,morality,background
656545393d1d53cd53c4fc36,17,4,0.1,different_domain,morality,background
656545393d1d53cd53c4fc36,18,4,0.1,different_domain,morality,background
656545393d1d53cd53c4fc36,19,1,0.1,different_domain,morality,background
656545393d1d53cd53c4fc36,20,4,0.05,different_domain,politics,background
656545393d1d53cd53c4fc36,21,1,0.45,different_domain,politics,background
656545393d1d53cd53c4fc36,22,2,0.2,different_domain,politics,background
656545393d1d53cd53c4fc36,23,3,0.2,different_domain,politics,background
656545393d1d53cd53c4fc36,24,3,0.15,different_domain,politics,background
656545393d1d53cd53c4fc36,25,5,0.25,different_domain,preferences,background
656545393d1d53cd53c4fc36,26,5,0.25,different_domain,preferences,background
656545393d1d53cd53c4fc36,27,5,0.2,different_domain,preferences,background
656545393d1d53cd53c4fc36,28,1,0.1,different_domain,preferences,background
656545393d1d53cd53c4fc36,29,5,0.15,different_domain,preferences,background
656545393d1d53cd53c4fc36,30,4,0.05,different_domain,religion,background
656545393d1d53cd53c4fc36,31,1,0.25,different_domain,religion,background
656545393d1d53cd53c4fc36,32,5,0.05,different_domain,religion,background
656545393d1d53cd53c4fc36,33,1,0.35,different_domain,religion,background
656545393d1d53cd53c4fc36,34,3,0.2,different_domain,religion,background
67142cd1ad4f5e32d6c73620,1,5,0.4,different_domain,arbitrary,politics
67142cd1ad4f5e32d6c73620,2,5,0.1,different_domain,arbitrary,politics
67142cd1ad4f5e32d6c73620,3,5,0.1,different_domain,arbitrary,politics
67142cd1ad4f5e32d6c73620,4,4,0.3,different_domain,arbitrary,politics
67142cd1ad4f5e32d6c73620,5,5,0.15,different_domain,background,politics
67142cd1ad4f5e32d6c73620,6,1,0.75,different_domain,background,politics
67142cd1ad4f5e32d6c73620,7,1,0.02,different_domain,background,politics
67142cd1ad4f5e32d6c73620,8,5,0.2,different_domain,background,politics
67142cd1ad4f5e32d6c73620,9,4,0.2,different_domain,background,politics
67142cd1ad4f5e32d6c73620,10,4,0.15,different_domain,identity,politics
67142cd1ad4f5e32d6c73620,11,5,0.8,different_domain,identity,politics
67142cd1ad4f5e32d6c73620,12,5,0.75,different_domain,identity,politics
67142cd1ad4f5e32d6c73620,13,5,0.1,different_domain,identity,politics
67142cd1ad4f5e32d6c73620,14,2,0.1,different_domain,identity,politics
67142cd1ad4f5e32d6c73620,15,5,0.05,different_domain,morality,politics
67142cd1ad4f5e32d6c73620,16,4,0.05,different_domain,morality,politics
67142cd1ad4f5e32d6c73620,17,4,0.25,different_domain,morality,politics
67142cd1ad4f5e32d6c73620,18,3,0.1,different_domain,morality,politics
67142cd1ad4f5e32d6c73620,19,1,0.05,different_domain,morality,politics
67142cd1ad4f5e32d6c73620,20,5,0.0,same_domain,politics,politics
67142cd1ad4f5e32d6c73620,21,4,0.08,matched,politics,politics
67142cd1ad4f5e32d6c73620,22,4,0.25,same_domain,politics,politics
67142cd1ad4f5e32d6c73620,23,5,0.3,same_domain,politics,politics
67142cd1ad4f5e32d6c73620,24,4,0.2,same_domain,politics,politics
67142cd1ad4f5e32d6c73620,25,5,0.15,different_domain,preferences,politics
67142cd1ad4f5e32d6c73620,26,2,0.2,different_domain,preferences,politics
67142cd1ad4f5e32d6c73620,27,4,0.2,different_domain,preferences,politics
67142cd1ad4f5e32d6c73620,28,5,0.2,different_domain,preferences,politics
67142cd1ad4f5e32d6c73620,29,4,0.15,different_domain,preferences,politics
67142cd1ad4f5e32d6c73620,30,4,0.15,different_domain,religion,politics
67142cd1ad4f5e32d6c73620,31,5,0.15,different_domain,religion,politics
67142cd1ad4f5e32d6c73620,32,5,0.2,different_domain,religion,politics
67142cd1ad4f5e32d6c73620,33,5,0.4,different_domain,religion,politics
67142cd1ad4f5e32d6c73620,34,5,0.25,different_domain,religion,politics
65427e1d1b9b9e0bc0616e47,1,2,0.1,different_domain,arbitrary,religion
65427e1d1b9b9e0bc0616e47,2,5,0.1,different_domain,arbitrary,religion
65427e1d1b9b9e0bc0616e47,3,1,0.2,different_domain,arbitrary,religion
65427e1d1b9b9e0bc0616e47,4,1,0.1,different_domain,arbitrary,religion
65427e1d1b9b9e0bc0616e47,5,4,0.15,different_domain,background,religion
65427e1d1b9b9e0bc0616e47,6,5,0.05,different_domain,background,religion
65427e1d1b9b9e0bc0616e47,7,1,0.05,different_domain,background,religion
65427e1d1b9b9e0bc0616e47,8,5,0.2,different_domain,background,religion
65427e1d1b9b9e0bc0616e47,9,1,0.3,different_domain,background,religion
65427e1d1b9b9e0bc0616e47,10,2,0.1,different_domain,identity,religion
65427e1d1b9b9e0bc0616e47,11,1,0.01,different_domain,identity,religion
65427e1d1b9b9e0bc0616e47,12,5,0.8,different_domain,identity,religion
65427e1d1b9b9e0bc0616e47,13,5,0.1,different_domain,identity,religion
65427e1d1b9b9e0bc0616e47,14,5,0.4,different_domain,identity,religion
65427e1d1b9b9e0bc0616e47,15,4,0.05,different_domain,morality,religion
65427e1d1b9b9e0bc0616e47,16,4,0.05,different_domain,morality,religion
65427e1d1b9b9e0bc0616e47,17,3,0.3,different_domain,morality,religion
65427e1d1b9b9e0bc0616e47,18,4,0.05,different_domain,morality,religion
65427e1d1b9b9e0bc0616e47,19,1,0.05,different_domain,morality,religion
65427e1d1b9b9e0bc0616e47,20,1,0.4,different_domain,politics,religion
65427e1d1b9b9e0bc0616e47,21,1,0.4,different_domain,politics,religion
65427e1d1b9b9e0bc0616e47,22,1,0.25,different_domain,politics,religion
65427e1d1b9b9e0bc0616e47,23,1,0.2,different_domain,politics,religion
65427e1d1b9b9e0bc0616e47,24,2,0.1,different_domain,politics,religion
65427e1d1b9b9e0bc0616e47,25,5,0.05,different_domain,preferences,religion
65427e1d1b9b9e0bc0616e47,26,5,0.1,different_domain,preferences,religion
65427e1d1b9b9e0bc0616e47,27,4,0.2,different_domain,preferences,religion
65427e1d1b9b9e0bc0616e47,28,1,0.2,different_domain,preferences,religion
65427e1d1b9b9e0bc0616e47,29,2,0.0,different_domain,preferences,religion
65427e1d1b9b9e0bc0616e47,30,1,0.45,matched,religion,religion
65427e1d1b9b9e0bc0616e47,31,1,0.4,same_domain,religion,religion
65427e1d1b9b9e0bc0616e47,32,1,0.45,same_domain,religion,religion
65427e1d1b9b9e0bc0616e47,33,1,0.25,same_domain,religion,religion
65427e1d1b9b9e0bc0616e47,34,1,0.25,same_domain,religion,religion
633599d83df1823b08ae2e61,1,4,0.0,same_domain,arbitrary,arbitrary
633599d83df1823b08ae2e61,2,5,0.1,matched,arbitrary,arbitrary
633599d83df1823b08ae2e61,3,1,0.25,same_domain,arbitrary,arbitrary
633599d83df1823b08ae2e61,4,1,0.1,same_domain,arbitrary,arbitrary
633599d83df1823b08ae2e61,5,5,0.15,different_domain,background,arbitrary
633599d83df1823b08ae2e61,6,1,0.6,different_domain,background,arbitrary
633599d83df1823b08ae2e61,7,1,0.05,different_domain,background,arbitrary
633599d83df1823b08ae2e61,8,4,0.3,different_domain,background,arbitrary
633599d83df1823b08ae2e61,9,5,0.2,different_domain,background,arbitrary
633599d83df1823b08ae2e61,10,3,0.1,different_domain,identity,arbitrary
633599d83df1823b08ae2e61,11,1,0.05,different_domain,identity,arbitrary
633599d83df1823b08ae2e61,12,5,0.6,different_domain,identity,arbitrary
633599d83df1823b08ae2e61,13,5,0.1,different_domain,identity,arbitrary
633599d83df1823b08ae2e61,14,1,0.2,different_domain,identity,arbitrary
633599d83df1823b08ae2e61,15,3,0.1,different_domain,morality,arbitrary
633599d83df1823b08ae2e61,16,3,0.15,different_domain,morality,arbitrary
633599d83df1823b08ae2e61,17,2,0.2,different_domain,morality,arbitrary
633599d83df1823b08ae2e61,18,3,0.2,different_domain,morality,arbitrary
633599d83df1823b08ae2e61,19,2,0.1,different_domain,morality,arbitrary
633599d83df1823b08ae2e61,20,4,0.15,different_domain,politics,arbitrary
633599d83df1823b08ae2e61,21,2,0.3,different_domain,politics,arbitrary
633599d83df1823b08ae2e61,22,2,0.2,different_domain,politics,arbitrary
633599d83df1823b08ae2e61,23,2,0.2,different_domain,politics,arbitrary
633599d83df1823b08ae2e61,24,4,0.2,different_domain,politics,arbitrary
633599d83df1823b08ae2e61,25,3,0.2,different_domain,preferences,arbitrary
633599d83df1823b08ae2e61,26,3,0.2,different_domain,preferences,arbitrary
633599d83df1823b08ae2e61,27,1,0.1,different_domain,preferences,arbitrary
633599d83df1823b08ae2e61,28,2,0.1,different_domain,preferences,arbitrary
633599d83df1823b08ae2e61,29,5,0.2,different_domain,preferences,arbitrary
633599d83df1823b08ae2e61,30,4,0.15,different_domain,religion,arbitrary
633599d83df1823b08ae2e61,31,1,0.25,different_domain,religion,arbitrary
633599d83df1823b08ae2e61,32,4,0.15,different_domain,religion,arbitrary
633599d83df1823b08ae2e61,33,3,0.2,different_domain,religion,arbitrary
633599d83df1823b08ae2e61,34,4,0.15,different_domain,religion,arbitrary
67ad09020cbc78980883b40f,1,2,0.1,different_domain,arbitrary,background
67ad09020cbc78980883b40f,2,5,0.1,different_domain,arbitrary,background
67ad09020cbc78980883b40f,3,4,0.2,different_domain,arbitrary,background
67ad09020cbc78980883b40f,4,2,0.15,different_domain,arbitrary,background
67ad09020cbc78980883b40f,5,5,0.15,same_domain,background,background
67ad09020cbc78980883b40f,6,1,0.7,same_domain,background,background
67ad09020cbc78980883b40f,7,1,0.0,same_domain,background,background
67ad09020cbc78980883b40f,8,5,0.25,matched,background,background
67ad09020cbc78980883b40f,9,4,0.2,same_domain,background,background
67ad09020cbc78980883b40f,10,1,0.25,different_domain,identity,background
67ad09020cbc78980883b40f,11,5,0.85,different_domain,identity,background
67ad09020cbc78980883b40f,12,5,0.8,different_domain,identity,background
67ad09020cbc78980883b40f,13,5,0.05,different_domain,identity,background
67ad09020cbc78980883b40f,14,4,0.2,different_domain,identity,background
67ad09020cbc78980883b40f,15,5,0.05,different_domain,morality,background
67ad09020cbc78980883b40f,16,3,0.15,different_domain,morality,background
67ad09020cbc78980883b40f,17,1,0.05,different_domain,morality,background
67ad09020cbc78980883b40f,18,2,0.3,different_domain,morality,background
67ad09020cbc78980883b40f,19,1,0.05,different_domain,morality,background
67ad09020cbc78980883b40f,20,4,0.15,different_domain,politics,background
67ad09020cbc78980883b40f,21,5,0.05,different_domain,politics,background
67ad09020cbc78980883b40f,22,2,0.15,different_domain,politics,background
67ad09020cbc78980883b40f,23,4,0.3,different_domain,politics,background
67ad09020cbc78980883b40f,24,1,0.1,different_domain,politics,background
67ad09020cbc78980883b40f,25,5,0.2,different_domain,preferences,background
67ad09020cbc78980883b40f,26,2,0.2,different_domain,preferences,background
67ad09020cbc78980883b40f,27,4,0.2,different_domain,preferences,background
67ad09020cbc78980883b40f,28,4,0.3,different_domain,preferences,background
67ad09020cbc78980883b40f,29,4,0.1,different_domain,preferences,background
67ad09020cbc78980883b40f,30,2,0.2,different_domain,religion,background
67ad09020cbc78980883b40f,31,2,0.15,different_domain,religion,background
67ad09020cbc78980883b40f,32,5,0.2,different_domain,religion,background
67ad09020cbc78980883b40f,33,2,0.1,different_domain,religion,background
67ad09020cbc78980883b40f,34,5,0.25,different_domain,religion,background
67aa93c8eedf70e7720abfbd,1,2,0.1,different_domain,arbitrary,religion
67aa93c8eedf70e7720abfbd,2,5,0.1,different_domain,arbitrary,religion
67aa93c8eedf70e7720abfbd,3,5,0.1,different_domain,arbitrary,religion
67aa93c8eedf70e7720abfbd,4,5,0.3,different_domain,arbitrary,religion
67aa93c8eedf70e7720abfbd,5,5,0.1,different_domain,background,religion
67aa93c8eedf70e7720abfbd,6,1,0.8,different_domain,background,religion
67aa93c8eedf70e7720abfbd,7,1,0.05,different_domain,background,religion
67aa93c8eedf70e7720abfbd,8,5,0.25,different_domain,background,religion
67aa93c8eedf70e7720abfbd,9,2,0.25,different_domain,background,religion
67aa93c8eedf70e7720abfbd,10,2,0.1,different_domain,identity,religion
67aa93c8eedf70e7720abfbd,11,5,0.8,different_domain,identity,religion
67aa93c8eedf70e7720abfbd,12,5,0.8,different_domain,identity,religion
67aa93c8eedf70e7720abfbd,13,5,0.05,different_domain,identity,religion
67aa93c8eedf70e7720abfbd,14,2,0.15,different_domain,identity,religion
67aa93c8eedf70e7720abfbd,15,5,0.02,different_domain,morality,religion
67aa93c8eedf70e7720abfbd,16,1,0.4,different_domain,morality,religion
67aa93c8eedf70e7720abfbd,17,1,0.1,different_domain,morality,religion
67aa93c8eedf70e7720abfbd,18,4,0.08,different_domain,morality,religion
67aa93c8eedf70e7720abfbd,19,3,0.15,different_domain,morality,religion
67aa93c8eedf70e7720abfbd,20,5,0.05,different_domain,politics,religion
67aa93c8eedf70e7720abfbd,21,3,0.25,different_domain,politics,religion
67aa93c8eedf70e7720abfbd,22,2,0.15,different_domain,politics,religion
67aa93c8eedf70e7720abfbd,23,4,0.3,different_domain,politics,religion
67aa93c8eedf70e7720abfbd,24,5,0.4,different_domain,politics,religion
67aa93c8eedf70e7720abfbd,25,3,0.2,different_domain,preferences,religion
67aa93c8eedf70e7720abfbd,26,5,0.1,different_domain,preferences,religion
67aa93c8eedf70e7720abfbd,27,5,0.1,different_domain,preferences,religion
67aa93c8eedf70e7720abfbd,28,2,0.25,different_domain,preferences,religion
67aa93c8eedf70e7720abfbd,29,5,0.0,different_domain,preferences,religion
67aa93c8eedf70e7720abfbd,30,5,0.15,matched,religion,religion
67aa93c8eedf70e7720abfbd,31,2,0.25,same_domain,religion,religion
67aa93c8eedf70e7720abfbd,32,2,0.2,same_domain,religion,religion
67aa93c8eedf70e7720abfbd,33,2,0.1,same_domain,religion,religion
67aa93c8eedf70e7720abfbd,34,3,0.25,same_domain,religion,religion
5a50f10eeedc32000141fccd,1,5,0.25,different_domain,arbitrary,background
5a50f10eeedc32000141fccd,2,5,0.1,different_domain,arbitrary,background
5a50f10eeedc32000141fccd,3,5,0.1,different_domain,arbitrary,background
5a50f10eeedc32000141fccd,4,5,0.4,different_domain,arbitrary,background
5a50f10eeedc32000141fccd,5,5,0.01,same_domain,background,background
5a50f10eeedc32000141fccd,6,1,0.0,same_domain,background,background
5a50f10eeedc32000141fccd,7,1,0.02,matched,background,background
5a50f10eeedc32000141fccd,8,5,0.3,same_domain,background,background
5a50f10eeedc32000141fccd,9,1,0.2,same_domain,background,background
5a50f10eeedc32000141fccd,10,4,0.2,different_domain,identity,background
5a50f10eeedc32000141fccd,11,2,0.03,different_domain,identity,background
5a50f10eeedc32000141fccd,12,5,0.7,different_domain,identity,background
5a50f10eeedc32000141fccd,13,5,0.15,different_domain,identity,background
5a50f10eeedc32000141fccd,14,3,0.1,different_domain,identity,background
5a50f10eeedc32000141fccd,15,5,0.05,different_domain,morality,background
5a50f10eeedc32000141fccd,16,2,0.3,different_domain,morality,background
5a50f10eeedc32000141fccd,17,2,0.15,different_domain,morality,background
5a50f10eeedc32000141fccd,18,4,0.1,different_domain,morality,background
5a50f10eeedc32000141fccd,19,1,0.05,different_domain,morality,background
5a50f10eeedc32000141fccd,20,3,0.3,different_domain,politics,background
5a50f10eeedc32000141fccd,21,1,0.25,different_domain,politics,background
5a50f10eeedc32000141fccd,22,3,0.3,different_domain,politics,background
5a50f10eeedc32000141fccd,23,4,0.3,different_domain,politics,background
5a50f10eeedc32000141fccd,24,4,0.2,different_domain,politics,background
5a50f10eeedc32000141fccd,25,5,0.2,different_domain,preferences,background
5a50f10eeedc32000141fccd,26,5,0.2,different_domain,preferences,background
5a50f10eeedc32000141fccd,27,5,0.1,different_domain,preferences,background
5a50f10eeedc32000141fccd,28,2,0.15,different_domain,preferences,background
5a50f10eeedc32000141fccd,29,5,0.1,different_domain,preferences,background
5a50f10eeedc32000141fccd,30,5,0.2,different_domain,religion,background
