Progress,Duration (in seconds),DistributionChannel,consent,prolificID,politics_survey_1,politics_survey_2,politics_survey_3,politics_survey_4,politics_survey_5,religion_survey_1,religion_survey_2,religion_survey_3,religion_survey_4,religion_survey_5,moral_survey_1,moral_survey_2,moral_survey_3,moral_survey_4,moral_survey_5,arbitrary_survey_1,arbitrary_survey_2,arbitrary_survey_3,arbitrary_survey_4,arbitrary_survey_5,preferences_survey_1,preferences_survey_2,preferences_survey_3,preferences_survey_4,preferences_survey_5,identity_survey_1,identity_survey_2,identity_survey_3,identity_survey_4,identity_survey_5,background_survey_1,background_survey_2,background_survey_3,background_survey_4,background_survey_5,politics_learn_1,politics_learn_3,politics_learn_4,politics_learn_7,politics_learn_8,religion_learn_1,religion_learn_2,religion_learn_3,religion_learn_5,religion_learn_9,moral_learn_1,moral_learn_6,moral_learn_7,moral_learn_9,moral_learn_10,arbitrary_learn_2,arbitrary_learn_4,arbitrary_learn_6,arbitrary_learn_7,arbitrary_learn_9,preferences_learn_1,preferences_learn_2,preferences_learn_3,preferences_learn_4,preferences_learn_5,identity_learn_1,identity_learn_2,identity_learn_4,identity_learn_6,identity_learn_8,background_learn_2,background_learn_4,background_learn_5,background_learn_6,background_learn_7,politics_interest_1,politics_interest_3,politics_interest_4,politics_interest_7,politics_interest_8,religion_interest_1,religion_interest_2,religion_interest_3,religion_interest_5,religion_interest_9,moral_interest_1,moral_interest_6,moral_interest_7,moral_interest_9,moral_interest_10,arbitrary_interest_2,arbitrary_interest_4,arbitrary_interest_6,arbitrary_interest_7,arbitrary_interest_9,preferences_interest_1,preferences_interest_2,preferences_interest_3,preferences_interest_4,preferences_interest_5,identity_interest_1,identity_interest_2,identity_interest_4,identity_interest_6,identity_interest_8,background_interest_2,background_interest_4,background_interest_5,background_interest_6,background_interest_7,politics_deep_1,politics_deep_3,politics_deep_4,politics_deep_7,politics_deep_8,religion_deep_1,religion_deep_2,religion_deep_3,religion_deep_5,religion_deep_9,moral_deep_1,moral_deep_6,moral_deep_7,moral_deep_9,moral_deep_10,arbitrary_deep_2,arbitrary_deep_4,arbitrary_deep_6,arbitrary_deep_7,arbitrary_deep_9,preferences_deep_1,preferences_deep_2,preferences_deep_3,preferences_deep_4,preferences_deep_5,identity_deep_1,identity_deep_2,identity_deep_4,identity_deep_6,identity_deep_8,background_deep_2,background_deep_4,background_deep_5,background_deep_6,background_deep_7,politics_likely_1,politics_likely_3,politics_likely_4,politics_likely_7,politics_likely_8,religion_likely_1,religion_likely_2,religion_likely_3,religion_likely_5,religion_likely_9,moral_likely_1,moral_likely_6,moral_likely_7,moral_likely_9,moral_likely_10,arbitrary_likely_2,arbitrary_likely_4,arbitrary_likely_6,arbitrary_likely_7,arbitrary_likely_9,preferences_likely_1,preferences_likely_2,preferences_likely_3,preferences_likely_4,preferences_likely_5,identity_likely_1,identity_likely_2,identity_likely_4,identity_likely_6,identity_likely_8,background_likely_2,background_likely_4,background_likely_5,background_likely_6,background_likely_7,politics_divisive_1,politics_divisive_3,politics_divisive_4,politics_divisive_7,politics_divisive_8,religion_divisive_1,religion_divisive_2,religion_divisive_3,religion_divisive_5,religion_divisive_9,moral_divisive_1,moral_divisive_6,moral_divisive_7,moral_divisive_9,moral_divisive_10,arbitrary_divisive_2,arbitrary_divisive_4,arbitrary_divisive_6,arbitrary_divisive_7,arbitrary_divisive_9,preferences_divisive_1,preferences_divisive_2,preferences_divisive_3,preferences_divisive_4,preferences_divisive_5,identity_divisive_1,identity_divisive_2,identity_divisive_4,identity_divisive_6,identity_divisive_8,background_divisive_2,background_divisive_4,background_divisive_5,background_divisive_6,background_divisive_7,politics_personal_1,politics_personal_3,politics_personal_4,politics_personal_7,politics_personal_8,religion_personal_1,religion_personal_2,religion_personal_3,religion_personal_5,religion_personal_9,moral_personal_1,moral_personal_6,moral_personal_7,moral_personal_9,moral_personal_10,arbitrary_personal_2,arbitrary_personal_4,arbitrary_personal_6,arbitrary_personal_7,arbitrary_personal_9,preferences_personal_1,preferences_personal_2,preferences_personal_3,preferences_personal_4,preferences_personal_5,identity_personal_1,identity_personal_2,identity_personal_4,identity_personal_6,identity_personal_8,background_personal_2,background_personal_4,background_personal_5,background_personal_6,background_personal_7,politics_relevant_1,politics_relevant_3,politics_relevant_4,politics_relevant_7,politics_relevant_8,religion_relevant_1,religion_relevant_2,religion_relevant_3,religion_relevant_5,religion_relevant_9,moral_relevant_1,moral_relevant_6,moral_relevant_7,moral_relevant_9,moral_relevant_10,arbitrary_relevant_2,arbitrary_relevant_4,arbitrary_relevant_6,arbitrary_relevant_7,arbitrary_relevant_9,preferences_relevant_1,preferences_relevant_2,preferences_relevant_3,preferences_relevant_4,preferences_relevant_5,identity_relevant_1,identity_relevant_2,identity_relevant_4,identity_relevant_6,identity_relevant_8,background_relevant_2,background_relevant_4,background_relevant_5,background_relevant_6,background_relevant_7,politics_same_1,politics_same_3,politics_same_4,politics_same_7,politics_same_8,religion_same_1,religion_same_2,religion_same_3,religion_same_5,religion_same_9,moral_same_1,moral_same_6,moral_same_7,moral_same_9,moral_same_10,arbitrary_same_2,arbitrary_same_4,arbitrary_same_6,arbitrary_same_7,arbitrary_same_9,preferences_same_1,preferences_same_2,preferences_same_3,preferences_same_4,preferences_same_5,identity_same_1,identity_same_2,identity_same_4,identity_same_6,identity_same_8,background_same_2,background_same_4,background_same_5,background_same_6,background_same_7,age,race,ethnicity,gender,handedness,PROLIFIC_PID
100,426,anonymous,Accept consent,628804d2d0584458ddaafc0c,Probably not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Unsure,Probably yes,Probably not,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely not,Definitely not,Probably not,Definitely yes,Probably yes,70,70,60,80,65,30,30,40,30,60,85,85,90,75,80,65,90,75,60,80,85,90,75,95,90,50,55,60,90,85,85,65,50,75,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Black/African-American,Not Hispanic,Male,Right,628804d2d0584458ddaafc0c
100,451,anonymous,Accept consent,60fcfa5419a91d3e0f65c016,Definitely not,Definitely not,Definitely yes,Probably not,Definitely yes,Definitely not,Probably not,Definitely not,Definitely not,Probably yes,Probably yes,Probably yes,Unsure,Definitely not,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Probably yes,Probably not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,100,27,100,18,36,19,20,32,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,26,22,25,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,White,Not Hispanic,Female,Right,60fcfa5419a91d3e0f65c016
100,303,anonymous,Accept consent,5eb0cb88932cf718f23f5eb9,Probably not,Probably not,Probably yes,Definitely yes,Probably yes,Definitely not,Probably yes,Definitely not,Probably not,Unsure,Probably yes,Probably not,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably not,Probably not,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,60,60,80,0,75,90,60,60,90,60,10,0,0,50,60,50,60,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,White,Not Hispanic,Male,Right,5eb0cb88932cf718f23f5eb9
100,462,anonymous,Accept consent,6005d3aabaf15d515c1361d0,Definitely not,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Probably not,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,5,60,50,75,50,70,90,50,0,0,0,0,0,30,85,80,50,0,100,100,25,45,67,100,0,0,0,71,86,25,75,80,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,White,Not Hispanic,Female,Right,6005d3aabaf15d515c1361d0
100,442,anonymous,Accept consent,5fd5381b5807b616d910c586,Unsure,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Definitely yes,Unsure,Probably yes,Unsure,Probably yes,Probably yes,Probably yes,Definitely not,Probably not,Probably yes,Definitely yes,Probably yes,Unsure,Probably yes,Probably not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,61,58,57,61,56,55,57,54,56,55,53,50,40,52,50,50,35,42,26,50,47,46,50,56,67,69,66,71,73,40,49,59,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,White,Not Hispanic,Female,Right,5fd5381b5807b616d910c586
100,779,anonymous,Accept consent,6147ea1a656b3abd1064486d,Definitely not,Definitely not,Definitely not,Probably yes,Unsure,Definitely not,Probably not,Definitely not,Unsure,Definitely not,Definitely yes,Probably yes,Probably yes,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Unsure,Probably yes,Definitely not,Probably yes,Definitely not,Unsure,Definitely yes,Probably yes,Definitely not,Unsure,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,88,91,91,2,19,2,9,4,9,50,84,8,82,78,90,82,10,94,82,69,74,77,92,2,89,90,66,94,77,3,73,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,White,Not Hispanic,Female,Right,6147ea1a656b3abd1064486d
100,406,anonymous,Accept consent,6109402937910fba8a1dc1cc,Definitely not,Probably not,Probably yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Probably yes,Probably not,Probably not,Definitely yes,Probably not,Unsure,Definitely not,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Probably yes,Probably not,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,30,30,10,50,60,75,75,80,100,100,90,100,90,30,10,20,30,10,10,10,20,10,40,50,60,50,90,80,30,65,85,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Black/African-American,Not Hispanic,Female,Right,6109402937910fba8a1dc1cc
100,588,anonymous,Accept consent,63ced670c8d001d1d5057140,Probably not,Definitely not,Unsure,Definitely yes,Unsure,Definitely not,Probably yes,Definitely not,Unsure,Unsure,Probably yes,Probably not,Unsure,Probably not,Probably yes,Definitely not,Definitely yes,Definitely not,Probably yes,Probably yes,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Unsure,Definitely yes,Definitely not,Definitely not,Probably yes,Definitely yes,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,86,23,50,36,31,25,31,29,29,38,62,50,97,75,50,59,82,34,28,32,72,22,39,33,31,13,40,43,41,31,35,71,68,62,23,"Black/African-American,Native-American/Alaskan-Native",Hispanic,Female,Right,63ced670c8d001d1d5057140
100,346,anonymous,Accept consent,65bba45a3f748e72ba4e9440,Unsure,Probably not,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Unsure,Probably yes,Probably not,Probably yes,Unsure,Probably yes,Probably yes,Probably yes,Definitely not,Unsure,Definitely yes,Probably yes,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably not,Probably yes,Probably yes,Probably not,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,72,0,80,0,0,75,0,100,75,100,100,100,74,67,0,0,0,0,0,0,67,15,91,100,0,66,0,100,0,0,0,77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Asian/Asian-American,Not Hispanic,Female,Right,65bba45a3f748e72ba4e9440
100,484,anonymous,Accept consent,65b95ab3dd58f84b0ebf0e0b,Definitely not,Unsure,Definitely yes,Definitely yes,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Probably yes,Probably not,Probably yes,Unsure,Definitely yes,Probably yes,Probably not,Definitely not,Definitely not,Probably not,Definitely yes,Definitely not,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,100,100,41,51,100,100,100,48,80,0,65,100,100,46,53,28,0,75,100,0,0,100,100,100,100,100,75,100,0,0,75,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Black/African-American,Not Hispanic,Female,Right,65b95ab3dd58f84b0ebf0e0b
100,217,anonymous,Accept consent,612c87c1ad7a0702aaf5f27f,Definitely not,Probably not,Probably yes,Probably yes,Definitely not,Probably not,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably not,Probably not,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably not,Probably not,Definitely not,Probably not,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,94,100,0,14,90,88,100,100,0,0,0,81,100,87,91,0,83,84,78,14,58,100,79,0,100,100,75,73,6,1,0,22,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Other,Not Hispanic,Female,Right,612c87c1ad7a0702aaf5f27f
100,431,anonymous,Accept consent,60e25008f1ecf0be303353bb,Definitely not,Probably not,Probably yes,Probably yes,Definitely yes,Probably yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely not,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably not,Probably not,Probably yes,Definitely not,Probably not,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Probably not,75,60,55,45,40,65,70,80,85,85,70,70,40,5,55,60,60,55,70,65,60,70,30,85,85,75,75,60,40,75,16,48,75,56,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,White,Not Hispanic,Male,Right,60e25008f1ecf0be303353bb
100,382,anonymous,Accept consent,6526a14c3f9823cccedb7687,Definitely not,Probably not,Probably yes,Probably yes,Probably yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Probably yes,Probably not,Probably not,Definitely not,Unsure,Probably not,Definitely yes,Probably not,Probably yes,Probably not,Probably yes,Probably yes,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely yes,Probably not,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,25,59,61,62,19,58,30,61,56,46,21,40,32,44,44,80,44,62,37,55,61,22,60,63,85,66,21,50,85,40,35,72,12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,White,Not Hispanic,Female,Right,6526a14c3f9823cccedb7687
100,518,anonymous,Accept consent,658ddd81454fbb6a70fd8980,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Probably yes,Definitely not,Probably not,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably not,Definitely not,Definitely yes,Unsure,Definitely not,Definitely not,Probably yes,Definitely not,Definitely yes,Definitely yes,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,75,9,10,82,83,81,85,82,70,70,80,51,70,30,30,50,10,10,10,8,50,10,10,70,70,70,86,70,100,100,100,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Black/African-American,Hispanic,Female,Right,658ddd81454fbb6a70fd8980
100,403,anonymous,Accept consent,5cd10012174fc60016c10ffd,Definitely not,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely not,Probably not,Definitely not,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Probably not,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,83,84,18,50,100,100,100,100,100,90,93,100,12,82,50,30,7,67,7,0,4,6,0,0,81,100,100,92,86,14,98,68,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,White,Not Hispanic,Female,Right,5cd10012174fc60016c10ffd
100,209,anonymous,Accept consent,60b8efb0f7a39c266263d300,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Unsure,Probably yes,Definitely not,Probably yes,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,20,94,77,95,29,78,69,76,77,29,21,76,31,73,31,66,40,74,73,71,92,43,89,39,69,83,69,25,85,10,32,80,63,35,44,White,Not Hispanic,Female,Right,60b8efb0f7a39c266263d300
100,189,anonymous,Accept consent,63bc5f52e73dccbc59451b49,Definitely not,Probably not,Probably yes,Probably not,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably not,Probably not,Probably not,Definitely yes,Probably yes,Probably not,Probably yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,88,17,84,78,61,95,100,88,87,31,32,69,66,85,100,4,17,73,0,93,93,21,26,14,100,100,11,79,100,11,66,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,White,Not Hispanic,Female,Right,63bc5f52e73dccbc59451b49
100,263,anonymous,Accept consent,5ee09c1a0c2ad1027f541f53,Definitely not,Definitely not,Definitely not,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Probably not,Unsure,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably not,Unsure,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Asian/Asian-American,Not Hispanic,Female,Right,5ee09c1a0c2ad1027f541f53
